# Server version 0.08 running on web112092.wireless.mcgill.ca:8123
# Game ID: 322
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Wed Apr 09 19:45:19 EDT 2014
# Player 1: Player-0, '260507016', running on 142.157.166.58
# Player 2: Player-1, 's260488774Player', running on web112092.wireless.mcgill.ca
# Player 3: Player-2, 's260488774Player', running on web112092.wireless.mcgill.ca
# Player 4: Player-3, '260498767', running on wpa168103.wireless.mcgill.ca
START Player-0 260507016
0 (3,5) (5,7)
0 null null
1 (7,9) (6,10)
2 (2,12) (3,11)
3 (10,13) (9,12)
0 (5,4) (3,6)
0 (3,6) (5,6)
0 (5,6) (5,8)
0 (5,8) (7,6)
0 (7,6) (9,8)
0 (9,8) (11,6)
0 (11,6) (11,8)
0 null null
1 (6,10) (5,11)
2 (0,14) (2,12)
2 (2,12) (4,10)
2 (4,10) (6,10)
2 null null
3 (11,13) (10,12)
0 (11,7) (11,9)
0 (11,9) (13,9)
0 (13,9) (11,11)
0 (11,11) (13,13)
0 null null
1 (5,11) (4,12)
2 (3,13) (5,11)
2 (5,11) (7,9)
2 (7,9) (9,7)
2 (9,7) (9,5)
2 null null
3 (10,12) (10,10)
3 null null
0 (5,7) (7,9)
0 (7,9) (9,7)
0 (9,7) (11,7)
0 (11,7) (11,9)
0 (11,9) (9,11)
0 (9,11) (9,13)
0 null null
1 (11,5) (10,6)
2 (3,11) (4,10)
3 (8,8) (6,6)
3 null null
0 (4,4) (5,5)
1 (10,6) (9,7)
2 (6,10) (7,9)
3 (13,12) (11,10)
3 null null
0 (4,5) (4,7)
0 null null
1 (9,7) (8,8)
2 (7,9) (9,7)
2 null null
3 (11,10) (10,9)
0 (5,5) (3,7)
0 (3,7) (5,7)
0 (5,7) (7,9)
0 (7,9) (5,9)
0 (5,9) (5,11)
0 (5,11) (3,13)
0 (3,13) (3,11)
0 (3,11) (5,13)
0 null null
1 (8,8) (7,9)
2 (9,7) (10,6)
3 (10,10) (9,9)
0 (11,8) (9,10)
0 (9,10) (11,12)
0 (11,12) (13,12)
0 null null
1 (7,9) (6,10)
2 (10,6) (10,4)
2 (10,4) (12,4)
2 (12,4) (12,2)
2 (12,2) (14,0)
2 null null
3 (13,10) (11,8)
3 null null
0 (6,4) (7,5)
1 (6,10) (5,11)
2 (4,10) (5,9)
3 (11,8) (10,8)
0 (4,6) (4,8)
0 (4,8) (6,10)
0 (6,10) (4,10)
0 (4,10) (6,12)
0 (6,12) (4,14)
0 null null
1 (5,11) (3,13)
1 (3,13) (1,15)
1 null null
2 (5,9) (7,9)
2 null null
3 (7,7) (5,5)
3 null null
0 (7,5) (5,7)
0 (5,7) (7,7)
0 (7,7) (5,9)
0 (5,9) (5,11)
0 (5,11) (3,13)
0 (3,13) (5,15)
0 null null
1 (4,12) (3,13)
2 (7,9) (7,7)
2 (7,7) (9,7)
2 null null
3 (6,6) (4,4)
3 null null
0 (4,7) (5,8)
1 (3,13) (3,14)
2 (9,7) (10,6)
3 (5,5) (3,3)
3 null null
0 (5,8) (7,6)
0 (7,6) (9,8)
0 (9,8) (9,10)
0 (9,10) (11,8)
0 (11,8) (13,10)
0 (13,10) (11,12)
0 null null
1 (15,0) (13,0)
1 (13,0) (11,2)
1 (11,2) (13,4)
1 null null
2 (14,0) (15,0)
3 (4,4) (2,2)
3 null null
0 (10,11) (12,13)
0 (12,13) (12,15)
0 (12,15) (14,15)
0 null null
1 (13,4) (12,4)
2 (10,6) (10,4)
2 null null
3 (3,3) (1,1)
3 null null
0 (5,13) (3,15)
0 (3,15) (3,13)
0 (3,13) (3,11)
0 (3,11) (5,11)
0 (5,11) (5,9)
0 (5,9) (7,7)
0 (7,7) (9,7)
0 (9,7) (11,9)
0 (11,9) (13,9)
0 (13,9) (11,11)
0 (11,11) (11,13)
0 null null
1 (12,4) (11,5)
2 (9,5) (11,3)
2 (11,3) (13,3)
2 (13,3) (15,1)
2 null null
3 (6,8) (6,6)
3 null null
0 (10,7) (11,8)
1 (14,1) (14,3)
1 null null
2 (15,1) (14,1)
3 (12,9) (10,7)
3 (10,7) (8,5)
3 null null
0 (11,8) (9,10)
0 (9,10) (9,8)
0 (9,8) (11,10)
0 (11,10) (13,10)
0 null null
1 (14,3) (13,3)
2 (10,4) (11,3)
3 (13,11) (11,9)
3 (11,9) (9,7)
3 null null
0 (9,13) (10,14)
1 (13,3) (12,4)
2 (11,3) (12,2)
3 (8,5) (7,6)
0 (11,12) (12,13)
1 (12,4) (10,6)
1 (10,6) (8,8)
1 (8,8) (6,8)
1 (6,8) (6,10)
1 (6,10) (4,10)
1 (4,10) (4,12)
1 (4,12) (2,12)
1 (2,12) (0,14)
1 null null
2 (12,2) (14,0)
2 null null
3 (9,9) (8,8)
0 (13,10) (14,11)
1 (11,5) (10,6)
2 (0,15) (0,13)
2 (0,13) (2,15)
2 (2,15) (4,13)
2 (4,13) (2,11)
2 null null
3 (10,8) (8,6)
3 null null
0 (11,13) (13,11)
0 (13,11) (15,11)
0 (15,11) (15,13)
0 null null
1 (1,15) (0,15)
2 (2,11) (3,11)
3 (9,7) (7,5)
3 null null
0 (4,14) (4,15)
1 (10,6) (9,7)
2 (1,14) (1,12)
2 null null
3 (8,6) (6,4)
3 null null
0 (4,15) (6,15)
0 null null
1 (0,14) (1,14)
2 (1,12) (2,12)
3 (7,5) (5,3)
3 null null
0 (5,15) (7,15)
0 null null
1 (9,7) (7,9)
1 (7,9) (5,9)
1 (5,9) (5,11)
1 null null
2 (2,12) (4,10)
2 (4,10) (6,10)
2 (6,10) (6,8)
2 null null
3 (6,4) (4,2)
3 null null
0 (6,15) (8,15)
0 null null
1 (5,11) (4,12)
2 (3,11) (4,10)
3 (5,3) (3,1)
3 null null
0 (7,15) (9,15)
0 (9,15) (11,13)
0 (11,13) (13,11)
0 (13,11) (15,11)
0 null null
1 (4,12) (3,13)
2 (4,10) (5,9)
3 (8,8) (7,7)
0 (10,14) (11,15)
1 (3,13) (1,15)
1 null null
2 (6,8) (8,6)
2 (8,6) (10,6)
2 (10,6) (10,4)
2 (10,4) (12,4)
2 (12,4) (12,2)
2 (12,2) (12,0)
2 null null
3 (12,12) (11,11)
0 (12,13) (12,15)
0 (12,15) (14,13)
0 null null
1 (13,2) (13,3)
2 (15,0) (13,2)
2 null null
3 (11,11) (10,10)
0 (13,12) (15,14)
0 null null
1 (13,3) (12,4)
2 (12,0) (13,0)
3 (7,7) (5,5)
3 null null
0 (12,14) (14,12)
0 (14,12) (14,14)
0 null null
1 (12,4) (11,5)
2 (13,0) (15,0)
2 null null
3 (5,5) (4,4)
0 (13,13) (15,15)
0 null null
1 (11,5) (10,6)
2 (5,9) (6,8)
3 (10,10) (9,9)
0 (11,15) (12,15)
1 (10,6) (9,7)
2 (6,8) (7,7)
3 (9,9) (8,8)
0 (15,11) (14,12)
1 (9,7) (7,9)
1 (7,9) (5,9)
1 (5,9) (5,11)
1 (5,11) (3,11)
1 (3,11) (3,13)
1 (3,13) (3,15)
1 null null
2 (7,7) (8,6)
3 (8,8) (7,7)
0 (8,15) (9,14)
1 (3,15) (2,15)
2 (8,6) (9,5)
3 (4,4) (3,3)
0 (9,14) (10,14)
1 (12,3) (12,4)
2 (9,5) (10,4)
3 (12,11) (11,10)
0 (10,14) (11,14)
1 (12,4) (11,5)
2 (10,4) (11,3)
3 (11,10) (9,8)
3 null null
0 (11,14) (12,14)
1 (11,5) (10,6)
2 (11,3) (12,3)
3 (7,7) (5,5)
3 null null
0 (14,11) (13,12)
1 (10,6) (9,7)
2 (2,13) (2,12)
3 (5,5) (4,4)
0 (13,12) (13,13)
1 (2,15) (2,13)
1 null null
2 (2,12) (3,11)
3 (12,10) (11,9)
0 null null
1 (9,7) (8,8)
2 (3,11) (4,10)
3 (11,9) (9,9)
3 (9,9) (7,7)
3 (7,7) (5,5)
3 null null
0 null null
1 (8,8) (7,9)
2 (4,10) (5,9)
3 (9,12) (8,11)
0 null null
1 (7,9) (6,10)
2 (5,9) (6,8)
3 (8,11) (7,10)
0 null null
1 (6,10) (5,11)
2 (6,8) (7,7)
3 (7,10) (5,8)
3 null null
0 null null
1 (5,11) (4,12)
2 (7,7) (8,6)
3 (5,8) (4,7)
0 null null
1 (4,12) (3,13)
2 (8,6) (9,5)
3 (4,7) (3,6)
0 null null
1 (3,13) (3,15)
1 null null
2 (9,5) (10,4)
3 (3,6) (2,5)
0 null null
1 (3,15) (2,15)
2 (10,4) (11,3)
3 (2,5) (1,4)
0 null null
1 (11,4) (11,5)
2 (11,3) (11,4)
3 (4,2) (3,2)
0 null null
1 (11,5) (10,6)
2 (3,12) (3,11)
3 (9,8) (8,8)
0 null null
1 (10,6) (9,7)
2 (3,11) (4,10)
3 (8,8) (7,7)
0 null null
1 (9,7) (8,8)
2 (4,10) (5,9)
3 (10,9) (9,8)
0 null null
1 (8,8) (7,9)
2 (5,9) (6,8)
3 (9,8) (8,8)
0 null null
1 (7,9) (6,10)
2 (6,8) (8,6)
2 (8,6) (10,6)
2 (10,6) (10,4)
2 (10,4) (12,4)
2 (12,4) (12,2)
2 (12,2) (12,0)
2 null null
3 (8,8) (6,8)
3 null null
0 null null
1 (6,10) (5,11)
2 (12,0) (13,0)
3 (5,5) (5,4)
0 null null
1 (5,11) (4,12)
2 (4,11) (4,10)
3 (5,4) (4,3)
0 null null
1 (4,12) (3,12)
2 (4,10) (5,9)
3 (4,4) (3,4)
0 null null
1 (10,5) (10,6)
2 (5,9) (7,9)
2 null null
3 (1,4) (2,3)
0 null null
1 (10,6) (9,7)
2 (7,9) (8,8)
3 (2,2) (2,1)
0 null null
1 (9,7) (7,9)
1 (7,9) (5,9)
1 (5,9) (5,11)
1 null null
2 (8,8) (8,6)
2 (8,6) (10,6)
2 null null
3 (7,7) (8,6)
0 null null
1 (5,11) (4,11)
2 (10,6) (10,5)
3 (4,3) (4,2)
0 null null
1 (9,6) (9,7)
2 (5,10) (5,9)
3 (3,4) (2,4)
0 null null
1 (9,7) (8,8)
2 (5,9) (7,7)
2 (7,7) (9,5)
2 (9,5) (11,5)
2 (11,5) (11,3)
2 (11,3) (13,3)
2 (13,3) (15,1)
2 null null
3 (4,2) (4,1)
0 null null
1 (7,8) (5,10)
1 null null
2 (6,9) (7,8)
3 (2,4) (1,4)
0 null null
1 (8,7) (6,9)
1 null null
2 (7,8) (8,7)
3 (4,1) (4,0)
0 null null
1 (8,8) (7,9)
2 (8,7) (9,6)
3 (1,4) (0,4)
0 null null
1 (7,9) (6,10)
2 (9,6) (9,5)
3 (6,8) (7,7)
0 null null
1 (6,10) (5,11)
2 (9,5) (10,4)
3 (2,1) (3,0)
0 null null
1 (5,11) (4,12)
2 (10,4) (11,3)
3 (3,0) (2,0)
0 null null
1 (4,12) (3,13)
2 (11,3) (12,2)
3 (2,0) (3,0)
0 null null
1 (3,13) (3,15)
1 null null
2 (12,2) (12,0)
2 null null
3 (3,0) (2,0)
0 null null
1 (6,9) (6,10)
2 (10,5) (10,4)
3 (8,6) (6,8)
3 null null
0 null null
1 (6,10) (5,11)
2 (10,4) (11,3)
3 (6,8) (8,6)
3 null null
0 null null
1 (5,11) (4,12)
2 (11,3) (12,2)
3 (8,6) (6,8)
3 null null
0 null null
1 (4,12) (3,13)
2 (11,4) (11,3)
3 (0,4) (1,4)
0 null null
1 (5,10) (5,11)
2 (11,3) (13,3)
2 null null
3 (6,8) (8,6)
3 null null
0 null null
1 (5,11) (4,12)
2 (12,3) (14,3)
2 null null
3 (1,4) (0,4)
0 null null
1 (4,12) (2,12)
1 (2,12) (0,14)
1 null null
2 (13,3) (15,3)
2 null null
3 (8,6) (6,8)
3 null null
0 null null
1 (4,11) (4,12)
2 (15,3) (15,2)
3 (6,8) (8,6)
3 null null
0 null null
1 (4,12) (2,12)
1 null null
2 (12,2) (13,3)
3 (0,4) (1,4)
0 null null
1 (3,12) (1,12)
1 null null
2 (13,3) (15,3)
2 null null
3 (1,4) (0,4)
0 null null
1 (2,12) (0,12)
1 null null
2 null null
3 (8,6) (6,8)
3 null null
0 null null
1 (0,12) (0,13)
2 null null
3 (6,8) (8,6)
3 null null
0 null null
1 (3,13) (2,12)
2 null null
3 (8,6) (6,8)
3 null null
0 null null
1 (2,12) (0,12)
GAMEOVER 
WINNER Player-1
# Game ended: Wed Apr 09 19:45:33 EDT 2014
