# Server version 0.08 running on web112092.wireless.mcgill.ca:8123
# Game ID: 311
# Board class: halma.CCBoard
# Timeout: 1000
# Date: Wed Apr 09 18:24:22 EDT 2014
# Player 1: Player-0, 's260488774Player', running on web112092.wireless.mcgill.ca
# Player 2: Player-1, 'random', running on web112092.wireless.mcgill.ca
# Player 3: Player-2, 'random', running on web112092.wireless.mcgill.ca
# Player 4: Player-3, 'random', running on web112092.wireless.mcgill.ca
START Player-0 s260488774Player
0 (2,2) (4,4)
0 null null
1 (15,2) (14,3)
2 (6,13) (5,13)
3 (12,15) (11,14)
0 (0,0) (2,2)
0 null null
1 (10,2) (9,2)
2 (1,15) (3,15)
2 null null
3 (9,11) (10,12)
0 (6,6) (8,8)
0 null null
1 (14,0) (14,1)
2 (5,15) (4,15)
3 (14,13) (12,11)
3 (12,11) (10,11)
3 null null
0 (14,12) (14,13)
1 (9,2) (7,2)
1 null null
2 (5,13) (4,12)
3 (15,11) (15,10)
0 (7,7) (9,9)
0 null null
1 (15,1) (13,1)
1 null null
2 (2,15) (2,13)
2 null null
3 (10,11) (9,11)
0 (8,8) (10,10)
0 (10,10) (12,12)
0 (12,12) (14,12)
0 null null
1 (13,0) (15,2)
1 null null
2 (1,13) (0,14)
3 (15,10) (14,11)
0 (3,3) (5,5)
0 null null
1 (14,1) (14,0)
2 (2,11) (2,9)
2 null null
3 (14,11) (13,11)
0 (2,3) (3,3)
1 (14,5) (13,4)
2 (0,13) (1,14)
3 (9,11) (9,10)
0 (4,4) (6,6)
0 null null
1 (14,3) (13,3)
2 (4,15) (2,15)
2 null null
3 (14,15) (13,14)
0 (5,5) (7,7)
0 null null
1 (14,0) (14,1)
2 (1,14) (0,15)
3 (14,10) (15,10)
0 (2,2) (4,4)
0 null null
1 (12,4) (11,4)
2 (1,11) (2,11)
3 (15,10) (15,9)
0 (6,6) (8,8)
0 (8,8) (10,10)
0 (10,10) (12,12)
0 null null
1 (13,3) (14,3)
2 (2,9) (1,8)
3 (13,14) (14,15)
0 (3,3) (5,5)
0 null null
1 (8,2) (9,3)
2 (6,14) (5,15)
3 (9,10) (9,11)
0 (4,4) (6,6)
0 (6,6) (8,8)
0 (8,8) (10,10)
0 null null
1 (15,4) (15,3)
2 (2,11) (2,12)
3 (15,9) (15,8)
0 (5,5) (6,6)
1 (11,4) (11,3)
2 (2,14) (3,14)
3 (13,11) (15,13)
3 null null
0 (6,6) (8,8)
0 null null
1 (14,4) (13,5)
2 (5,15) (4,14)
3 (13,12) (12,11)
0 (0,1) (1,2)
1 (13,2) (12,3)
2 (2,13) (3,12)
3 (11,15) (12,14)
0 (1,0) (2,1)
1 (10,3) (10,2)
2 (3,15) (1,15)
2 null null
3 (12,11) (12,9)
3 null null
0 (1,1) (2,2)
1 (14,3) (13,2)
2 (1,12) (2,13)
3 (11,14) (10,14)
0 (2,2) (3,3)
1 (15,3) (15,4)
2 (1,15) (2,14)
3 (12,9) (11,8)
0 (1,2) (2,2)
1 (15,2) (14,3)
2 (0,11) (1,12)
3 (15,13) (13,11)
3 (13,11) (11,9)
3 null null
0 (2,1) (3,2)
1 (11,3) (10,3)
2 (0,14) (1,14)
3 (11,8) (12,9)
0 (2,2) (4,4)
0 null null
1 (10,3) (10,4)
2 (2,15) (0,13)
2 (0,13) (2,11)
2 null null
3 (15,8) (15,9)
0 (3,2) (4,3)
1 (9,3) (10,3)
2 (2,11) (1,11)
3 (12,14) (11,15)
0 (3,3) (5,5)
0 null null
1 (12,3) (14,5)
1 (14,5) (12,5)
1 null null
2 (0,15) (1,15)
3 (11,9) (11,10)
0 (4,3) (5,4)
1 (10,2) (9,1)
2 (1,12) (2,11)
3 (11,10) (10,11)
0 (4,4) (6,6)
0 null null
1 (7,2) (6,3)
2 (1,8) (2,9)
3 (12,10) (13,9)
0 (5,4) (6,5)
1 (6,3) (6,4)
2 (2,12) (0,10)
2 null null
3 (10,12) (10,13)
0 (6,5) (7,6)
1 (10,4) (9,5)
2 (1,15) (1,13)
2 (1,13) (3,15)
2 (3,15) (3,13)
2 null null
3 (10,13) (9,14)
0 (7,6) (8,7)
1 (9,5) (9,4)
2 (1,14) (1,13)
3 (11,13) (9,15)
3 (9,15) (9,13)
3 null null
0 (8,7) (9,8)
1 (13,1) (13,3)
1 (13,3) (15,3)
1 null null
2 (2,14) (3,15)
3 (12,9) (12,8)
0 (9,8) (10,9)
1 (13,5) (13,6)
2 (3,13) (5,11)
2 null null
3 (13,9) (12,9)
0 (10,9) (11,10)
1 (10,3) (10,2)
2 (3,12) (4,13)
3 (12,9) (12,10)
0 (11,10) (12,11)
1 (12,5) (12,6)
2 (4,12) (5,13)
3 (9,14) (9,12)
3 (9,12) (9,10)
3 null null
0 (12,11) (13,12)
1 (14,1) (12,3)
1 null null
2 (2,10) (2,12)
2 (2,12) (2,14)
2 (2,14) (0,12)
2 null null
3 (10,14) (11,14)
0 (13,12) (13,14)
0 null null
1 (9,4) (10,4)
2 (2,13) (2,14)
3 (14,15) (12,13)
3 (12,13) (12,11)
3 null null
0 (5,5) (6,5)
1 (13,6) (14,7)
2 (4,14) (3,13)
3 (11,15) (12,15)
0 (6,5) (7,6)
1 (10,4) (10,5)
2 (5,11) (4,12)
3 (11,14) (11,15)
0 (7,6) (8,7)
1 (12,6) (11,5)
2 (5,13) (6,14)
3 (9,10) (9,12)
3 (9,12) (11,10)
3 (11,10) (13,12)
3 null null
0 (8,7) (9,8)
1 (14,7) (14,6)
2 (2,14) (2,13)
3 (11,15) (12,14)
0 (9,8) (10,9)
1 (15,0) (14,0)
2 (0,12) (1,12)
3 (15,9) (14,8)
0 (10,9) (11,10)
1 (9,1) (9,2)
2 (2,13) (3,12)
3 (12,14) (13,15)
0 (11,10) (11,12)
0 null null
1 (6,4) (5,5)
2 (6,14) (5,15)
3 (15,15) (14,15)
0 (11,12) (12,13)
1 (10,2) (10,3)
2 (1,11) (1,10)
3 (13,15) (12,14)
0 (6,6) (7,6)
1 (14,0) (13,1)
2 (0,10) (1,11)
3 (12,10) (13,11)
0 (7,6) (8,7)
1 (5,5) (4,5)
2 (5,15) (6,15)
3 (13,12) (13,10)
3 (13,10) (11,12)
3 (11,12) (11,10)
3 null null
0 (8,7) (9,8)
1 (13,4) (15,2)
1 null null
2 (2,9) (1,8)
3 (12,8) (11,8)
0 (9,8) (10,9)
1 (4,5) (4,4)
2 (3,14) (2,14)
3 (14,8) (15,9)
0 (7,7) (8,7)
1 (13,1) (13,0)
2 (3,13) (3,14)
3 (9,13) (8,13)
0 (8,7) (9,8)
1 (11,5) (10,6)
2 (2,11) (0,9)
2 (0,9) (2,7)
2 null null
3 (9,11) (8,11)
0 (9,8) (9,10)
0 (9,10) (11,12)
0 (11,12) (13,12)
0 null null
1 (10,6) (11,7)
2 (6,15) (5,15)
3 (11,8) (10,8)
0 (8,8) (9,8)
1 (11,7) (12,8)
2 (1,12) (0,12)
3 (13,11) (15,13)
3 (15,13) (13,15)
3 (13,15) (11,13)
3 null null
0 (9,8) (9,10)
0 (9,10) (11,12)
0 null null
1 (14,6) (13,6)
2 (1,13) (0,13)
3 (10,8) (11,8)
0 (9,9) (9,10)
1 (12,3) (11,4)
2 (1,8) (3,6)
2 null null
3 (15,14) (15,15)
0 (13,12) (15,14)
0 null null
1 (4,4) (5,4)
2 (3,14) (3,13)
3 (8,11) (8,10)
0 (11,12) (13,12)
0 null null
1 (13,6) (12,5)
2 (3,12) (2,11)
3 (12,15) (11,14)
0 (12,13) (12,15)
0 null null
1 (10,5) (10,6)
2 (5,15) (5,14)
3 (11,13) (12,13)
0 (12,15) (13,15)
1 (9,2) (8,3)
2 (3,13) (2,12)
3 (11,14) (10,15)
0 (9,10) (11,12)
0 null null
1 (11,4) (13,6)
1 null null
2 (3,15) (3,14)
3 (10,15) (11,15)
0 (10,9) (11,9)
1 (8,3) (9,2)
2 (2,7) (1,7)
3 (12,11) (13,11)
0 (11,9) (12,10)
1 (9,2) (8,1)
2 (1,10) (2,9)
3 (8,13) (7,13)
0 (12,10) (12,11)
1 (10,6) (10,5)
2 (4,13) (2,15)
2 null null
3 (8,10) (8,11)
0 (10,10) (12,10)
0 null null
1 (10,3) (11,2)
2 (2,12) (3,12)
3 (11,8) (13,8)
3 null null
0 (12,10) (10,12)
0 null null
1 (15,2) (14,2)
2 (5,14) (5,13)
3 (15,15) (15,13)
3 (15,13) (15,11)
3 null null
0 (13,15) (15,15)
0 null null
1 (10,5) (9,5)
2 (0,12) (1,12)
3 (15,12) (14,11)
0 (13,12) (15,12)
0 null null
1 (11,2) (11,3)
2 (4,12) (2,12)
2 null null
3 (7,13) (6,14)
0 (15,12) (15,13)
1 (14,3) (13,4)
2 (1,7) (2,6)
3 (15,9) (14,8)
0 (11,12) (13,12)
0 (13,12) (15,12)
0 null null
1 (14,2) (12,2)
GAMEOVER 
WINNER Player-0
# Game ended: Wed Apr 09 18:24:23 EDT 2014
